CustomerID,Gender,Age,Income,Spending
229,Male,48,104,99
230,Male,30,24,84
231,Male,36,25,16
232,Female,32,46,50
233,Female,25,79,78
234,Female,34,41,35
235,Female,48,38,40
236,Female,41,21,32
237,Female,38,39,49
238,Male,32,15,80
239,Male,41,20,72
240,Female,25,8,23
241,Male,38,22,71
242,Male,37,15,76
243,Male,46,29,44
244,Female,46,50,54
245,Male,25,35,78
246,Female,27,30,71
247,Male,27,19,19
248,Male,39,32,84
249,Female,26,79,90
250,Male,43,37,74
251,Female,36,38,70
252,Female,23,25,82
253,Male,44,8,19
254,Female,27,59,56
255,Male,22,84,31
256,Female,46,54,37
257,Male,35,86,114
258,Male,27,91,69
259,Male,45,91,41
260,Male,28,25,67
261,Female,26,78,94
262,Male,27,38,4
263,Female,38,100,14
264,Female,48,44,71
265,Male,37,40,46
266,Male,47,100,28
267,Male,32,85,58
268,Male,27,13,5
269,Male,48,23,71
270,Male,26,59,47
271,Male,30,89,85
272,Female,34,92,26
273,Male,39,4,13
274,Male,33,80,77
275,Female,35,7,29
276,Male,48,78,58
277,Male,28,108,13
278,Female,39,102,24
279,Male,39,91,83
280,Female,22,80,74
281,Female,32,43,0
282,Female,29,29,34
283,Male,29,56,69
284,Male,46,24,48
285,Male,45,30,76
286,Male,25,78,45
287,Female,27,91,9
288,Female,40,19,6
289,Female,34,30,62
290,Male,39,20,78
291,Female,31,53,43
292,Male,34,25,90
293,Male,29,5,88
294,Female,33,16,17
295,Female,34,39,18
296,Male,41,64,39
297,Male,45,97,8
298,Male,25,64,49
299,Female,25,78,72
300,Male,23,97,70
301,Male,26,52,46
302,Female,32,24,41
303,Male,31,54,57
304,Male,42,18,84
305,Female,43,104,109
306,Female,39,100,13
307,Male,45,73,79
308,Male,42,22,21
309,Female,39,93,76
310,Female,46,41,32
311,Male,26,88,1
312,Female,22,46,46
313,Male,40,35,79
314,Male,30,11,85
315,Female,41,61,18
316,Male,27,43,55
317,Male,22,6,63
318,Female,31,45,33
319,Female,33,81,102
320,Female,39,73,81
321,Male,46,18,32
322,Male,25,10,78
323,Female,40,3,105
324,Male,41,31,67
325,Female,33,47,61
326,Female,39,76,23
327,Male,41,13,86
328,Male,35,66,77
329,Female,41,32,68
330,Female,27,48,68
331,Male,24,77,90
332,Female,39,18,76
333,Male,28,49,53
334,Female,37,47,61
335,Male,24,92,88
336,Male,33,82,20
337,Male,44,36,93
338,Male,38,33,79
339,Male,36,45,94
340,Female,27,88,76
341,Female,47,44,24
342,Male,28,36,86
343,Male,43,30,15
344,Male,42,16,66
345,Male,48,71,72
346,Female,44,43,45
347,Female,30,116,72
348,Female,35,76,21
349,Male,36,50,29
350,Female,39,29,13
351,Male,46,80,78
352,Female,29,88,89
353,Male,48,26,57
354,Male,39,37,33
355,Male,25,27,25
356,Female,43,17,78
357,Female,44,52,24
358,Female,35,49,34
359,Female,34,41,24
360,Male,42,99,83
361,Male,43,40,44
362,Male,40,1,78
363,Female,24,13,44
364,Female,26,45,45
365,Female,46,76,98
366,Female,45,19,11
367,Male,23,21,37
368,Male,24,54,51
369,Female,37,91,76
370,Male,43,75,27
371,Male,35,12,74
372,Female,28,33,62
373,Female,22,113,84
374,Female,47,82,75
375,Female,24,111,86
376,Female,25,48,56
377,Male,40,29,11
378,Female,28,20,76
379,Male,30,108,76
380,Male,31,47,51
381,Female,34,20,66
382,Male,25,45,53
383,Male,38,16,82
384,Female,28,48,66
385,Female,25,3,15
386,Male,35,54,68
387,Female,39,62,51
388,Male,44,81,16
389,Female,40,23,93
390,Female,27,75,84
391,Female,45,70,88
392,Male,24,24,19
393,Male,22,34,20
394,Female,32,73,93
395,Male,33,89,7
396,Female,35,87,92
397,Male,42,18,69
398,Female,39,31,38
399,Male,34,93,38
400,Male,41,31,62
401,Female,36,41,98
402,Male,27,35,30
403,Male,36,16,92
404,Male,38,28,39
405,Female,45,101,4
406,Female,47,86,52
407,Female,45,2,81
408,Male,42,46,34
409,Male,26,75,70
410,Female,29,18,12
411,Male,25,76,87
412,Female,34,96,18
413,Female,23,27,41
414,Male,35,77,15
415,Female,30,30,81
416,Female,42,77,71
417,Female,25,45,45
418,Male,43,99,76
419,Male,34,91,36
420,Female,22,98,24
421,Female,46,26,62
422,Female,30,51,40
423,Male,41,81,30
424,Male,45,31,17
425,Female,22,27,91
426,Male,41,100,4
427,Female,22,71,75
428,Female,34,78,99
429,Male,48,26,87
430,Female,37,61,38
431,Female,44,92,66
432,Male,31,62,63
433,Male,46,12,64
434,Male,30,39,66
435,Female,24,36,35
436,Male,33,50,72
437,Female,30,93,33
438,Male,43,94,24
439,Female,35,90,26
440,Male,25,54,64
441,Female,41,78,75
442,Female,46,80,82
443,Female,37,71,69
444,Male,46,37,43
445,Male,22,71,66
446,Female,23,34,40
447,Female,41,3,12
448,Male,24,43,47
449,Male,42,95,20
450,Female,42,96,25
451,Male,29,59,13
452,Male,38,48,38
453,Female,31,22,25
454,Female,29,50,83
455,Male,47,6,117
456,Male,22,94,25
457,Female,43,33,36
458,Male,28,20,25
459,Female,44,109,33
460,Female,30,24,68
461,Female,48,0,74
462,Female,32,59,61
463,Female,41,91,8
464,Female,42,105,31
465,Female,26,111,24
466,Female,42,11,29
467,Male,44,111,27
468,Male,42,26,84
469,Female,42,24,25
470,Female,44,56,72
471,Female,36,42,43
472,Female,36,27,46
473,Male,40,103,94
474,Male,48,37,59
475,Male,36,95,20
476,Male,43,50,20
477,Male,33,93,14
478,Male,32,106,29
479,Male,31,9,30
480,Male,32,40,48
481,Male,25,85,13
482,Male,34,97,72
483,Female,29,88,81
484,Male,46,108,4
485,Male,42,77,67
486,Male,22,90,8
487,Female,26,51,75
488,Female,42,86,27
489,Female,38,25,81
490,Male,31,95,17
491,Male,36,27,91
492,Female,43,24,74
493,Male,45,36,47
494,Female,44,100,87
495,Male,24,24,70
496,Female,42,23,21
497,Male,41,100,35
498,Female,47,90,29
499,Male,33,24,8
500,Male,30,18,73
501,Female,22,106,76
502,Male,45,12,29
503,Male,41,31,57
504,Male,23,8,89
505,Female,31,46,47
506,Male,38,63,67
507,Female,22,52,70
508,Female,45,98,39
509,Male,32,15,7
510,Male,25,17,55
511,Male,36,86,111
512,Male,39,55,47
513,Male,25,57,31
514,Female,41,20,13
515,Female,44,86,92
516,Female,33,23,1
517,Male,34,38,34
518,Male,48,35,30
519,Male,43,85,89
520,Male,35,17,9
521,Female,25,77,76
522,Female,37,39,13
523,Male,31,25,24
524,Male,38,48,52
525,Female,42,100,91
526,Female,38,48,60
527,Male,24,37,77
528,Male,26,101,19
529,Male,40,54,63
530,Male,46,30,29
531,Male,37,66,78
532,Female,29,93,20
533,Male,43,85,12
534,Male,27,45,67
535,Female,33,45,9
536,Male,42,37,65
537,Female,46,88,29
538,Female,22,93,32
539,Female,28,41,60
540,Female,40,33,6
541,Male,32,2,34
542,Female,22,89,82
543,Male,47,98,80
544,Female,48,67,101
545,Male,44,44,55
546,Female,26,76,74
547,Female,45,72,79
548,Male,39,106,32
549,Female,47,26,27
550,Female,31,27,77
551,Female,29,28,14
552,Male,38,81,12
553,Female,28,30,27
554,Female,47,86,24
555,Male,45,54,40
556,Male,22,33,75
557,Male,22,82,82
558,Male,37,72,30
559,Male,30,14,36
560,Female,30,45,70
561,Male,33,4,84
562,Male,43,80,76
563,Female,43,82,80
564,Female,44,91,12
565,Female,45,97,13
566,Male,35,36,66
567,Female,29,75,69
568,Male,40,59,70
569,Male,37,82,79
570,Male,22,71,67
571,Female,40,40,61
572,Female,33,78,14
573,Female,44,17,35
574,Male,46,77,79
575,Male,25,105,96
576,Male,27,38,19
577,Female,44,13,76
578,Female,26,37,59
579,Female,44,50,50
580,Female,28,119,28
581,Male,46,24,104
582,Male,46,47,53
583,Male,46,39,36
584,Male,24,21,48
585,Female,28,59,48
586,Female,42,90,10
587,Female,26,41,4
588,Female,32,83,95
589,Male,31,79,27
590,Male,35,37,55
591,Male,32,84,13
592,Female,40,76,28
593,Female,33,92,86
594,Female,43,88,81
595,Female,43,88,16
596,Male,40,91,75
597,Female,30,29,77
598,Female,23,75,89
599,Male,43,93,19
600,Female,32,106,25
601,Male,24,80,39
602,Male,45,92,44
603,Male,42,32,59
604,Female,48,50,57
605,Female,41,105,21
606,Female,26,36,54
607,Male,33,90,13
608,Male,28,37,41
609,Female,39,38,58
610,Male,35,84,75
611,Male,39,38,54
612,Female,33,91,80
613,Female,48,99,12
614,Female,38,87,23
615,Female,45,87,68
616,Female,30,101,10
617,Male,32,46,65
618,Male,34,36,24
619,Female,43,106,3
620,Male,37,82,26
621,Male,47,50,70
622,Female,34,16,2
623,Male,36,88,86
624,Male,30,66,89
625,Male,27,28,47
626,Male,32,19,68
627,Female,47,31,84
628,Female,48,15,88
629,Female,34,45,46
630,Male,30,23,64
631,Female,47,36,13
632,Female,48,96,40
633,Female,47,45,14
634,Male,30,76,1
635,Female,34,5,17
636,Male,43,53,61
637,Female,46,13,93
638,Female,22,35,64
639,Female,23,50,47
640,Female,43,59,46
641,Male,34,60,67
642,Male,43,24,11
643,Male,25,80,98
644,Male,39,20,82
645,Female,42,60,58
646,Male,47,78,16
647,Male,44,24,88
648,Male,26,36,64
649,Female,46,38,30
650,Female,33,74,89
651,Male,37,82,4
652,Male,46,98,13
653,Male,35,85,67
654,Female,28,107,30
655,Male,38,86,37
656,Male,37,31,72
657,Male,33,25,90
658,Female,27,90,76
659,Female,35,32,14
660,Male,41,11,2
661,Male,47,27,6
662,Male,43,53,46
663,Male,29,55,58
664,Female,23,74,47
665,Male,48,55,54
666,Male,36,31,35
667,Male,40,47,83
668,Female,44,29,79
669,Male,36,70,52
670,Female,40,93,26
671,Female,23,21,12
672,Male,25,24,103
673,Female,33,101,100
674,Female,33,73,77
675,Male,31,44,36
676,Male,30,96,78
677,Male,39,29,14
678,Male,42,36,18
679,Male,45,13,82
680,Male,28,30,44
681,Female,48,47,36
682,Male,47,60,75
683,Female,47,13,71
684,Female,36,32,56
685,Male,32,57,54
686,Female,40,112,25
687,Female,25,88,14
688,Female,38,31,34
689,Female,45,78,70
690,Male,42,47,57
691,Female,22,49,49
692,Female,30,34,45
693,Female,42,47,36
694,Female,46,88,98
695,Male,22,22,32
696,Male,39,22,34
697,Male,38,116,29
698,Male,27,28,80
699,Male,24,20,5
700,Female,43,71,7
701,Female,44,53,46
702,Female,23,86,88
703,Male,26,3,25
704,Female,27,98,23
705,Male,26,36,13
706,Male,24,92,5
707,Female,29,82,76
708,Female,47,64,7
709,Male,25,48,59
710,Female,46,82,65
711,Female,44,83,20
712,Male,48,39,47
713,Female,28,42,88
714,Female,35,65,53
715,Female,42,109,25
716,Male,44,20,24
717,Female,41,47,73
718,Male,42,37,65
719,Female,24,20,39
720,Female,42,37,44
721,Female,45,73,69
722,Male,46,45,49
723,Female,42,44,37
724,Female,34,0,7
725,Female,22,9,68
726,Female,24,29,17
727,Male,36,98,63
728,Female,42,9,10
729,Male,46,62,25
730,Male,46,84,20
731,Female,33,29,62
732,Male,44,80,72
733,Male,46,32,43
734,Female,47,84,74
735,Female,31,37,82
736,Female,44,7,20
737,Female,48,106,3
738,Male,45,82,51
739,Male,27,82,67
740,Male,37,76,89
741,Male,40,31,107
742,Male,23,89,16
743,Female,22,26,11
744,Female,36,97,88
745,Male,34,44,20
746,Female,48,58,78
747,Female,36,50,44
748,Male,47,19,78
749,Male,40,79,13
750,Female,48,34,40
751,Female,47,86,74
752,Female,48,97,12
753,Male,44,42,45
754,Male,29,35,25
755,Female,40,37,51
756,Female,28,62,58
757,Male,22,86,66
758,Female,47,50,48
759,Male,37,91,74
760,Female,42,2,89
761,Female,37,87,76
762,Female,41,105,4
763,Male,36,22,56
764,Female,26,105,93
765,Male,31,30,2
766,Male,26,95,74
767,Male,35,18,26
768,Female,46,47,17
769,Male,39,97,86
770,Male,47,48,53
771,Male,26,96,12
772,Female,40,29,17
773,Male,48,74,89
774,Female,45,16,74
775,Female,43,26,81
776,Female,25,30,42
777,Male,34,37,55
778,Male,46,70,70
779,Female,42,100,9
780,Male,39,40,94
781,Male,35,17,98
782,Female,29,82,27
783,Male,37,9,74
784,Male,23,83,77
785,Female,24,102,70
786,Male,42,9,27
787,Male,38,97,2
788,Female,33,19,87
789,Female,42,23,41
790,Female,26,105,62
791,Male,30,34,39
792,Male,44,108,82
793,Male,32,96,84
794,Male,22,8,3
795,Male,22,67,56
796,Female,27,37,77
797,Female,30,57,69
798,Male,35,13,26
799,Female,32,37,57
800,Female,28,46,43
801,Female,33,21,25
802,Female,22,69,68
803,Male,31,52,46
804,Male,22,23,15
805,Female,40,78,26
806,Female,22,26,27
807,Female,44,97,28
808,Male,25,74,85
809,Male,25,36,99
810,Male,39,84,2
811,Male,36,14,21
812,Female,44,99,66
813,Male,34,84,94
814,Male,34,89,88
815,Male,31,90,27
816,Female,22,68,1
817,Male,42,78,84
818,Female,36,57,43
819,Female,30,58,41
820,Male,31,77,66
821,Male,24,66,55
822,Male,46,12,79
823,Male,24,79,67
824,Female,44,13,64
825,Female,42,37,41
826,Male,42,99,21
827,Female,43,59,64
828,Male,36,18,84
829,Male,34,95,34
830,Female,35,36,11
831,Male,24,66,65
832,Male,40,24,59
833,Female,46,74,7
834,Male,29,43,33
835,Female,24,71,35
836,Male,45,104,85
837,Female,38,43,79
838,Female,42,56,46
839,Female,34,24,39
840,Male,35,33,52
841,Female,24,87,78
842,Male,37,51,55
843,Male,24,31,23
844,Male,46,69,67
845,Male,41,12,41
846,Male,24,32,76
847,Male,35,18,85
848,Female,26,83,79
849,Male,42,72,26
850,Male,47,17,13
851,Male,37,83,80
852,Male,45,40,45
853,Female,23,100,64
854,Female,27,58,38
855,Female,40,107,26
856,Female,48,20,87
857,Female,24,30,98
858,Female,46,62,39
859,Male,38,18,4
860,Female,36,85,98
861,Female,26,28,34
862,Female,46,29,78
863,Male,27,10,21
864,Female,27,72,50
865,Male,29,52,29
866,Male,22,52,65
867,Male,30,86,34
868,Female,33,29,56
869,Female,38,15,14
870,Female,22,35,74
871,Male,36,75,7
872,Female,45,25,49
873,Male,39,4,23
874,Male,33,86,35
875,Male,24,23,33
876,Male,35,105,12
877,Male,26,90,23
878,Male,41,63,47
879,Male,32,101,27
880,Female,47,9,12
881,Male,34,76,4
882,Male,24,36,63
883,Female,42,16,49
884,Male,39,111,71
885,Male,47,101,32
886,Female,35,43,59
887,Female,45,72,70
888,Male,30,52,59
889,Female,39,79,41
890,Female,43,8,44
891,Female,25,67,78
892,Male,34,83,22
893,Male,35,95,10
894,Male,31,26,76
895,Male,32,69,71
896,Female,38,65,38
897,Male,45,117,25
898,Male,32,53,82
899,Male,24,102,0
900,Male,40,90,76
901,Female,37,35,26
902,Male,33,49,81
903,Male,25,39,4
904,Male,45,68,91
905,Male,31,26,91
906,Male,29,56,48
907,Male,34,82,91
908,Female,28,82,82
909,Female,42,83,59
910,Female,23,41,33
911,Male,43,38,78
912,Male,35,64,59
913,Female,37,48,44
914,Male,47,17,42
915,Male,42,35,65
916,Female,38,50,32
917,Male,29,5,36
918,Male,39,23,81
919,Female,40,9,16
920,Male,40,85,91
921,Female,31,4,4
922,Male,44,103,11
923,Female,30,41,81
924,Male,29,53,48
925,Male,32,4,62
926,Female,43,73,85
927,Male,22,39,60
928,Female,45,28,28
929,Male,31,14,29
930,Female,43,121,8
931,Male,44,34,36
932,Male,40,90,95
933,Female,30,27,30
934,Male,23,84,80
935,Male,23,90,87
936,Male,40,33,22
937,Male,35,89,24
938,Female,33,99,29
939,Male,29,75,82
940,Female,24,13,83
941,Female,36,20,60
942,Female,48,47,48
943,Male,38,97,13
944,Female,42,48,80
945,Female,28,35,24
946,Female,39,35,78
947,Male,40,18,2
948,Male,24,94,57
949,Female,34,57,57
950,Male,31,98,14
951,Male,22,17,16
952,Male,40,87,26
953,Male,34,78,75
954,Male,46,21,80
955,Female,42,30,92
956,Male,35,22,39
957,Female,40,95,27
958,Female,33,93,27
959,Female,24,52,84
960,Male,27,56,28
961,Female,29,45,43
962,Male,27,85,117
963,Male,42,88,53
964,Male,28,83,49
965,Male,32,55,59
966,Male,35,39,50
967,Male,29,33,54
968,Female,24,46,69
969,Male,45,20,21
970,Male,27,89,65
971,Female,30,93,85
972,Male,27,7,4
973,Male,42,111,21
974,Male,34,7,39
975,Female,34,26,46
976,Female,26,26,74
977,Female,27,48,52
978,Male,37,76,78
979,Male,44,47,23
980,Male,26,22,9
981,Female,23,96,92
982,Female,27,25,22
983,Female,26,94,80
984,Male,48,35,41
985,Male,23,42,51
986,Male,45,100,77
987,Male,32,75,27
988,Male,39,100,88
989,Male,33,12,65
990,Male,32,40,30
991,Male,24,91,73
992,Male,43,17,65
993,Female,40,105,36
994,Female,24,45,45
995,Female,37,19,2
996,Female,28,11,5
997,Female,33,85,69
998,Female,43,30,28
999,Female,38,17,79
1000,Female,40,96,12
1001,Female,37,36,68
1002,Female,31,20,54
1003,Male,22,78,94
1004,Male,26,69,23
1005,Male,29,83,24
1006,Male,37,76,92
1007,Male,26,34,74
1008,Male,31,49,54
1009,Male,41,39,25
1010,Male,40,21,2
1011,Female,38,20,64
1012,Male,27,10,15
1013,Female,36,29,70
1014,Male,42,86,81
1015,Female,46,51,26
1016,Female,26,8,26
1017,Male,23,42,44
1018,Male,37,35,45
1019,Female,45,50,40
1020,Male,29,14,66
1021,Female,27,54,43
1022,Female,25,103,77
1023,Male,34,47,15
1024,Male,46,41,65
1025,Male,23,19,9
1026,Male,34,83,6
1027,Female,40,13,21
1028,Female,33,39,17
1029,Male,43,1,40
1030,Male,44,35,101
1031,Male,28,88,8
1032,Male,24,3,0
1033,Male,46,39,31
1034,Male,46,84,15
1035,Male,43,23,67
1036,Female,32,44,53
1037,Male,33,10,81
1038,Female,34,70,26
1039,Female,27,97,1
1040,Male,41,54,44
1041,Male,43,73,85
1042,Female,39,73,29
1043,Male,43,11,58
1044,Female,29,19,72
1045,Female,41,59,36
1046,Female,33,7,25
1047,Male,39,29,76
1048,Female,36,100,11
1049,Male,44,34,67
1050,Male,37,44,53
1051,Female,39,82,87
1052,Female,28,41,100
1053,Female,39,93,59
1054,Male,35,79,76
1055,Male,30,21,31
1056,Male,26,58,59
1057,Female,33,96,53
1058,Male,34,84,18
1059,Male,26,98,21
1060,Female,39,77,88
1061,Male,45,16,77
1062,Female,26,94,7
1063,Female,40,32,69
1064,Male,46,5,72
1065,Male,47,29,13
1066,Female,28,49,72
1067,Female,29,53,40
1068,Female,31,41,43
1069,Female,30,35,82
1070,Male,47,62,45
1071,Male,31,80,74
1072,Male,29,12,67
1073,Female,28,42,22
1074,Female,36,53,40
1075,Female,29,78,7
1076,Female,41,86,0
1077,Male,32,4,22
1078,Male,36,84,21
1079,Male,45,42,57
1080,Male,35,78,3
1081,Female,22,49,31
1082,Female,31,37,67
1083,Female,42,55,51
1084,Female,38,32,77
1085,Female,29,91,28
1086,Female,45,37,68
1087,Female,25,21,69
1088,Female,23,8,19
1089,Male,35,99,11
1090,Female,28,47,2
1091,Male,48,70,78
1092,Female,43,109,16
1093,Male,30,10,31
1094,Female,38,31,40
1095,Male,23,23,85
1096,Female,32,78,93
1097,Male,39,22,85
1098,Female,25,33,53
1099,Female,30,45,40
1100,Male,36,30,48
1101,Female,29,50,58
1102,Female,36,70,19
1103,Male,47,64,92
1104,Female,24,89,29
1105,Female,43,11,6
1106,Female,38,6,99
1107,Male,35,43,9
1108,Male,25,91,82
1109,Female,41,26,17
1110,Male,47,10,21
1111,Female,24,50,94
1112,Female,35,38,47
1113,Male,29,9,81
1114,Male,41,101,3
1115,Female,24,113,79
1116,Male,48,28,96
1117,Female,35,96,62
1118,Male,25,36,65
1119,Male,30,88,8
1120,Female,24,104,78
1121,Female,27,86,104
1122,Female,36,87,26
1123,Female,41,91,17
1124,Male,44,79,84
1125,Male,27,86,80
1126,Male,46,17,70
1127,Male,40,16,78
1128,Male,48,76,57
1129,Female,37,85,74
1130,Female,33,37,91
1131,Female,47,32,38
1132,Female,43,25,87
1133,Male,47,100,5
1134,Male,33,31,81
1135,Male,23,68,71
1136,Female,38,45,48
1137,Female,30,19,12
1138,Male,32,37,28
1139,Male,22,38,47
1140,Female,25,6,78
1141,Female,22,25,63
1142,Male,40,13,12
1143,Male,25,39,14
1144,Male,35,38,48
1145,Male,23,91,70
1146,Female,47,33,91
1147,Male,23,70,80
1148,Male,42,17,10
1149,Male,42,45,44
1150,Male,40,93,67
1151,Female,32,94,36
1152,Male,22,40,39
1153,Male,33,72,80
1154,Male,36,104,19
1155,Female,27,73,86
1156,Male,36,46,48
1157,Female,28,37,67
1158,Male,40,47,52
1159,Male,23,25,81
1160,Male,39,16,94
1161,Male,34,26,24
1162,Male,25,35,31
1163,Female,46,1,71
1164,Female,31,60,67
1165,Female,29,113,23
1166,Female,31,111,22
1167,Male,28,38,67
1168,Female,37,16,68
1169,Female,28,101,72
1170,Male,48,61,62
1171,Female,31,35,81
1172,Male,41,18,75
1173,Male,35,33,88
1174,Male,24,31,105
1175,Male,48,38,35
1176,Female,22,90,62
1177,Female,27,23,93
1178,Female,25,76,52
1179,Male,43,34,50
1180,Male,23,9,20
1181,Female,29,93,32
1182,Female,38,31,70
1183,Male,37,40,46
1184,Male,41,102,80
1185,Male,39,21,2
1186,Female,22,33,18
1187,Female,26,74,78
1188,Female,23,98,2
1189,Male,29,16,6
1190,Male,45,20,82
1191,Female,34,79,86
1192,Female,47,72,25
1193,Female,43,38,66
1194,Female,45,71,88
1195,Female,28,2,80
1196,Male,39,100,29
1197,Male,35,24,82
1198,Female,47,92,86
1199,Female,41,98,29
1200,Male,28,19,74
1201,Female,41,60,91
1202,Female,25,34,68
1203,Male,27,61,73
1204,Male,47,74,82
1205,Female,22,92,8
1206,Female,43,6,17
1207,Male,34,33,0
1208,Male,46,72,101
1209,Female,36,60,68
1210,Male,27,20,68
1211,Female,34,85,2
1212,Female,40,23,106
1213,Female,29,12,51
1214,Female,47,30,74
1215,Female,42,97,66
1216,Female,44,96,79
1217,Female,38,105,85
1218,Female,34,48,39
1219,Female,34,35,74
1220,Male,39,17,96
1221,Male,37,25,14
1222,Male,25,20,78
1223,Female,46,83,65
1224,Female,39,68,8
1225,Female,38,42,58
1226,Female,43,85,29
1227,Male,48,23,58
1228,Male,40,94,27
1229,Male,24,3,26
1230,Female,39,21,66
1231,Male,43,18,74
1232,Female,38,103,41
1233,Female,24,91,78
1234,Male,22,85,21
1235,Male,40,79,15
1236,Female,24,93,65
1237,Male,32,22,85
1238,Male,40,35,12
1239,Female,39,55,54
1240,Male,26,10,61
1241,Male,32,48,48
1242,Female,23,34,21
1243,Male,32,85,73
1244,Male,45,49,42
1245,Male,36,76,74
1246,Male,32,20,85
