userId,songId,rating,type
3,595,2.0,R&B
3,2959,5.0,Alternative
3,58559,3.0,Hip-Hop
3,44191,3.5,Anime
3,7361,3.0,Classical
3,2694,3.0,Blues
3,247,3.5,Classical
3,2716,3.0,R&B
4,3108,5.0,Contemporary
4,1968,5.0,Rock
4,3210,4.0,Electronic
4,3255,4.0,Classical
4,1967,3.0,Rap
4,1994,5.0,Hip-Hop
4,2723,5.0,Classical
4,112,5.0,Classical
4,1214,5.0,Hip-Hop
4,2770,1.0,Blues
4,2020,4.0,R&B
4,589,5.0,Punk
4,3104,4.0,Country
4,2968,5.0,Blues
4,2916,4.0,Alternative
4,3101,4.0,Electronic
4,2699,4.0,Punk
4,3034,5.0,absolute music
4,2268,5.0,R&B
4,2115,5.0,R&B
4,2289,5.0,Electronic
4,590,3.0,Contemporary
4,1208,5.0,Rock
4,2109,5.0,Jazz
4,2100,5.0,absolute music
4,3039,4.0,Jazz
4,3263,3.0,Orchestral
4,2021,4.0,Electronic
4,1198,5.0,Punk
4,1953,5.0,Country
4,616,5.0,Alternative
4,2918,5.0,Hip-Hop
4,588,5.0,Rap
4,2987,5.0,absolute music
4,2018,5.0,Jazz
4,1213,5.0,R&B
4,260,5.0,Rock
4,2791,5.0,Hip-Hop
4,1079,5.0,Rock
4,173,3.0,Anime
4,1089,5.0,Country
4,480,5.0,absolute music
4,1032,5.0,Anime
4,1270,5.0,country music
4,442,4.0,Alternative
4,1230,5.0,R&B
4,1028,5.0,Blues
4,1282,5.0,Hip-Hop
4,34,5.0,Blues
4,1580,5.0,Alternative
4,1022,5.0,Rock
4,1258,5.0,country music
4,434,4.0,Country
4,1288,5.0,Country
4,1265,5.0,Electronic
4,1036,5.0,absolute music
4,594,5.0,Alternative
4,2003,2.0,R&B
4,2795,4.0,Contemporary
4,2797,5.0,Orchestral
4,2002,3.0,Jazz
4,903,5.0,absolute music
4,2000,5.0,Jazz
4,2804,5.0,Punk
4,2005,5.0,Alternative
4,2144,5.0,Rap
4,1285,4.0,Alternative
4,1240,5.0,Alternative
4,1259,4.0,Orchestral
4,364,5.0,R&B
4,1073,5.0,Punk
4,1291,5.0,Punk
4,153,4.0,country music
4,2716,5.0,R&B
4,2248,4.0,Anime
4,1278,5.0,Punk
4,2194,5.0,Rap
4,1356,4.0,Jazz
4,356,5.0,Contemporary
4,1377,3.0,Contemporary
4,431,3.0,absolute music
4,1376,3.0,Punk
4,1197,5.0,Anime
4,1374,4.0,Country
4,1387,5.0,Rap
4,1222,5.0,Country
4,2141,4.0,Contemporary
4,349,5.0,Anime
4,1388,4.0,Hip-Hop
4,610,4.0,Contemporary
4,440,4.0,Jazz
4,913,5.0,Country
4,1210,5.0,Contemporary
4,1954,5.0,Electronic
4,185,3.0,Rap
4,1225,5.0,absolute music
4,1220,5.0,Country
4,1219,5.0,R&B
4,1918,2.0,absolute music
4,2124,4.0,Classical
4,410,3.0,Classical
4,435,1.0,Electronic
4,1371,4.0,Classical
4,1544,3.0,Jazz
4,858,5.0,Jazz
4,296,5.0,Orchestral
4,357,5.0,absolute music
4,1307,4.0,Hip-Hop
4,1196,5.0,Contemporary
4,380,3.0,Alternative
4,367,4.0,Orchestral
4,1961,5.0,Rap
4,910,4.0,Orchestral
4,141,5.0,Rap
4,1136,5.0,Classical
4,1125,5.0,Rap
4,2078,5.0,Jazz
4,1200,5.0,Rap
4,2064,5.0,R&B
4,2683,4.0,Alternative
4,541,5.0,Contemporary
4,2054,3.0,Electronic
4,2096,5.0,Rap
4,2406,5.0,Punk
4,2371,4.0,Alternative
4,2193,3.0,Electronic
4,2161,5.0,Orchestral
4,2140,5.0,Blues
4,1206,5.0,absolute music
4,2174,5.0,Country
4,1663,4.0,Contemporary
4,2080,5.0,Rap
4,329,3.0,Blues
4,2105,4.0,Blues
4,2640,5.0,R&B
4,1674,5.0,country music
4,2081,4.0,Alternative
4,1372,3.0,R&B
4,919,5.0,Orchestral
4,596,5.0,Orchestral
4,1805,1.0,Country
4,1380,5.0,Rap
4,1127,5.0,Contemporary
4,1917,4.0,Jazz
4,1097,5.0,Blues
4,10,4.0,country music
4,2094,4.0,Punk
4,2087,5.0,Classical
4,2616,1.0,Anime
4,1396,5.0,Anime
4,2085,5.0,Electronic
4,2628,5.0,Rap
5,6377,4.0,Rap
5,8636,4.5,Anime
5,6502,4.0,Blues
5,3176,3.5,absolute music
5,2294,4.0,Alternative
5,8464,4.0,absolute music
5,3408,4.0,Blues
5,500,4.5,Punk
5,1307,4.0,Hip-Hop
5,2997,3.5,R&B
5,150,4.0,R&B
5,3948,3.5,Hip-Hop
5,2762,3.5,Rock
5,8644,4.0,Blues
5,6218,3.5,Electronic
5,3114,3.5,Classical
5,2081,5.0,Alternative
5,919,4.0,Orchestral
5,2918,3.5,Hip-Hop
5,6711,2.5,Blues
5,30707,4.5,Hip-Hop
5,6373,4.0,Jazz
5,8376,4.0,Blues
5,2355,3.5,Rap
5,3753,3.5,Jazz
5,2683,4.0,Alternative
5,364,4.0,R&B
5,4018,4.0,Anime
5,1721,4.0,country music
5,30749,4.5,Rock
5,30793,3.5,Jazz
5,8622,3.5,Orchestral
5,2502,3.5,Rap
5,2770,3.5,Blues
5,903,3.5,absolute music
5,3897,4.5,Hip-Hop
5,5679,4.5,Hip-Hop
5,6942,4.0,R&B
5,33166,5.0,Classical
5,2706,4.0,Anime
5,2424,4.0,Electronic
5,5464,4.0,Rap
5,33679,4.0,Punk
5,1193,3.0,Jazz
5,5995,4.0,country music
5,5816,3.0,Blues
5,5669,3.5,Alternative
5,4014,4.0,Rap
5,2273,4.0,Contemporary
5,2694,4.5,Blues
5,367,4.0,Orchestral
5,5349,4.5,Classical
5,4022,3.5,Rock
5,34162,4.5,Electronic
5,5299,4.5,Country
5,35836,4.0,Electronic
5,5266,3.5,absolute music
5,595,4.0,R&B
5,4995,4.5,Rock
5,1544,3.5,Jazz
5,1997,3.5,Rock
5,141,4.0,Rap
5,2023,1.5,country music
5,1221,2.5,R&B
5,356,4.0,Contemporary
5,48385,4.5,Rock
5,4308,3.5,Alternative
5,3,4.0,Rock
5,1380,5.0,Rap
5,4025,4.5,Classical
5,440,4.0,Jazz
5,4963,3.0,Jazz
5,1022,4.0,Rock
5,1035,5.0,Rock
5,1968,4.0,Rock
5,858,2.5,Jazz
5,788,3.5,Alternative
5,597,5.0,Rock
5,377,4.0,Rock
5,4447,4.5,Orchestral
5,1923,4.5,Contemporary
5,1961,4.0,Rap
5,586,4.0,Orchestral
5,231,3.5,R&B
5,1784,4.5,Anime
5,588,3.5,Rap
5,39,4.0,R&B
5,40819,4.5,Jazz
5,104,4.0,absolute music
5,1777,4.0,Classical
5,4718,3.5,Rock
5,344,3.5,Rap
5,4306,3.5,Rap
5,277,4.5,Orchestral
5,1393,3.5,Classical
5,41566,4.0,Alternative
5,1247,4.0,Punk
5,1682,4.0,absolute music
5,1485,4.5,Punk
6,8636,4.0,Anime
6,173,2.0,Anime
6,293,5.0,Electronic
6,1639,2.0,Anime
6,1876,0.5,Contemporary
6,1285,4.5,Alternative
6,3114,4.0,Classical
6,1204,5.0,Rap
6,1909,3.0,absolute music
6,1747,2.0,Punk
6,2001,3.0,Electronic
6,596,4.0,Orchestral
6,2502,3.5,Rap
6,111,4.0,Alternative
6,2528,3.0,Contemporary
6,1276,4.5,Rock
6,2019,4.0,Punk
6,1358,2.0,Classical
6,2761,4.5,Country
6,1250,4.5,R&B
6,3751,1.5,Blues
6,1259,4.5,Orchestral
6,2723,3.0,Classical
6,8784,3.0,Anime
6,2174,4.0,Country
6,7090,3.0,Jazz
6,7361,4.0,Classical
6,2571,1.0,Hip-Hop
6,2529,4.0,Anime
6,903,4.0,absolute music
6,5952,5.0,Anime
6,2692,4.0,R&B
6,8874,4.5,absolute music
6,2890,3.0,Classical
6,7153,5.0,Rap
6,4641,1.5,Country
6,3052,1.0,Orchestral
6,3300,3.5,Contemporary
6,158,2.0,Anime
6,8368,3.5,Country
6,2657,2.0,Classical
6,4975,1.5,Rap
7,500,3.0,Punk
7,1231,4.0,Orchestral
7,539,3.0,Punk
7,207,3.0,Orchestral
7,1242,5.0,Anime
7,551,4.0,Anime
7,198,2.0,Orchestral
7,1220,4.0,Country
7,780,3.0,Rock
7,592,3.0,Classical
7,316,2.0,Contemporary
7,1394,3.0,Rap
7,1278,3.0,Punk
7,377,3.0,Rock
7,1376,3.0,Punk
7,355,3.0,Orchestral
7,1288,4.0,Country
7,736,1.0,Contemporary
7,745,5.0,Country
7,356,3.0,Contemporary
7,1375,3.0,Punk
7,104,3.0,absolute music
7,1,3.0,Classical
7,1307,3.0,Hip-Hop
7,31,3.0,Electronic
7,1148,5.0,Classical
7,1136,4.0,Classical
7,1275,4.0,R&B
7,357,3.0,absolute music
7,141,4.0,Rap
7,380,4.0,Alternative
7,1097,3.0,Blues
7,1079,4.0,Rock
7,1371,3.0,Classical
7,595,3.0,R&B
7,110,5.0,Classical
7,1125,3.0,Rap
7,1287,4.0,Country
7,34,4.0,Blues
7,590,4.0,Contemporary
7,1302,4.0,Jazz
7,1036,3.0,absolute music
7,1225,5.0,absolute music
7,1291,3.0,Punk
7,924,4.0,Electronic
7,1197,3.0,Anime
7,1408,1.0,Classical
7,1240,4.0,Alternative
7,364,3.0,R&B
7,1198,5.0,Punk
7,329,3.0,Blues
7,594,4.0,Alternative
7,1129,3.0,Classical
7,318,5.0,Orchestral
7,260,5.0,Rock
7,1405,5.0,Alternative
7,1196,5.0,Contemporary
7,786,2.0,Electronic
7,720,5.0,Alternative
7,1223,5.0,absolute music
7,367,3.0,Orchestral
7,1080,4.0,country music
7,541,4.0,Contemporary
7,21,3.0,Rap
7,480,4.0,absolute music
7,1210,5.0,Contemporary
7,724,2.0,Electronic
7,272,3.0,Alternative
7,1270,3.0,country music
7,333,3.0,country music
7,610,3.0,Contemporary
7,345,3.0,R&B
7,10,3.0,country music
7,708,3.0,Jazz
7,589,3.0,Punk
7,1374,4.0,Country
7,1372,3.0,R&B
7,671,4.0,Orchestral
7,151,4.0,Hip-Hop
7,1073,3.0,Punk
7,588,4.0,Rap
7,112,4.0,Classical
8,40819,3.5,Jazz
8,4973,4.0,Blues
8,805,3.5,Electronic
8,858,5.0,Jazz
8,8784,4.5,Anime
8,4262,4.0,R&B
8,1777,5.0,Classical
8,1552,3.0,Jazz
8,2858,4.5,Contemporary
8,32587,3.5,Hip-Hop
8,1961,5.0,Rap
8,7438,4.0,absolute music
8,2797,3.5,Orchestral
8,2329,5.0,Rap
8,1393,3.0,Classical
8,628,4.0,Country
8,296,4.0,Orchestral
8,318,5.0,Orchestral
8,4963,4.5,Jazz
8,5378,3.5,Alternative
8,1196,3.5,Contemporary
8,2571,5.0,Hip-Hop
8,1876,3.5,Contemporary
8,4226,5.0,country music
8,7361,4.0,Classical
8,8873,4.0,R&B
8,1500,4.0,Jazz
8,32,5.0,Hip-Hop
8,2959,4.0,Alternative
8,5445,4.5,Electronic
8,47,5.0,Blues
8,2716,3.5,R&B
8,34162,3.5,Electronic
8,8533,2.5,Electronic
8,6874,5.0,Hip-Hop
8,4034,4.5,absolute music
8,1387,4.0,Rap
8,2139,3.0,country music
8,8874,3.0,absolute music
8,2302,4.5,Classical
8,2918,5.0,Hip-Hop
8,1358,0.5,Classical
8,4993,3.5,Punk
8,1674,4.0,country music
8,543,5.0,Electronic
8,1270,4.0,country music
8,50,5.0,Contemporary
8,1198,4.0,Punk
8,2804,3.5,Punk
8,1625,5.0,Rap
8,1219,4.0,R&B
8,6870,4.0,country music
8,1704,4.0,Hip-Hop
8,5952,4.0,Anime
8,1259,4.0,Orchestral
8,3147,4.5,Jazz
8,2028,4.0,Punk
8,593,4.5,Alternative
8,110,4.0,Classical
8,2353,3.5,Contemporary
8,7153,4.0,Rap
8,2762,4.5,Rock
8,282,2.0,Jazz
8,6378,3.0,Anime
8,3996,4.0,Punk
8,2791,4.5,Hip-Hop
8,5464,4.0,Rap
8,2100,3.0,absolute music
8,4019,3.5,Anime
8,5989,3.5,Rap
8,1225,4.0,absolute music
8,356,4.0,Contemporary
8,1197,4.0,Anime
8,2770,2.5,Blues
8,1265,3.0,Electronic
8,33166,4.5,Classical
8,3948,4.0,Hip-Hop
8,4886,3.5,Rock
8,1291,4.0,Punk
8,5669,3.0,Alternative
8,4896,3.5,Anime
8,527,5.0,Electronic
8,4995,3.5,Rock
8,457,4.5,country music
8,2324,4.0,Classical
8,33493,4.5,Jazz
8,2194,4.5,Rap
8,6377,4.0,Rap
8,1210,4.0,Contemporary
8,3578,5.0,Alternative
8,589,4.0,Punk
8,2502,5.0,Rap
8,1302,3.5,Jazz
8,260,3.5,Rock
8,1617,3.5,Blues
8,3916,3.5,Hip-Hop
8,1258,4.0,country music
8,7143,3.5,Orchestral
8,45,2.5,Blues
8,524,2.0,R&B
8,33794,4.5,Blues
8,4011,4.5,Classical
8,5630,4.0,Rap
8,520,3.5,Rock
9,47,3.0,Blues
9,527,5.0,Electronic
9,2125,4.0,Jazz
9,515,4.0,country music
9,2291,4.0,R&B
9,2501,4.0,country music
9,1680,4.0,Rap
9,593,4.0,Alternative
9,1357,4.0,Anime
9,2396,4.0,Country
9,1682,5.0,absolute music
9,1584,4.0,country music
9,318,4.0,Orchestral
9,2391,4.0,Anime
9,1784,5.0,Anime
9,2762,4.0,Rock
9,1358,4.0,Classical
9,2628,3.0,Rap
9,1704,4.0,Hip-Hop
9,1059,5.0,Country
9,1721,3.0,country music
9,2273,3.0,Contemporary
9,2571,5.0,Hip-Hop
9,17,4.0,Orchestral
9,2140,4.0,Blues
9,2268,3.0,R&B
9,733,2.0,Blues
9,2028,4.0,Punk
9,2294,2.0,Alternative
9,1,4.0,Classical
9,2427,2.0,Anime
9,497,4.0,Hip-Hop
9,2490,3.0,Rock
9,608,5.0,country music
9,2278,4.0,Classical
9,2302,4.0,Classical
9,36,5.0,Electronic
9,2539,2.0,R&B
10,2108,3.0,Country
10,1220,3.0,Country
10,2881,3.0,Orchestral
10,3019,4.0,Country
10,1690,3.0,Anime
10,1240,4.0,Alternative
10,2539,4.0,R&B
10,1101,2.0,Jazz
10,345,4.0,R&B
10,1291,4.0,Punk
10,1704,4.0,Hip-Hop
10,3005,3.0,Rock
10,1198,4.0,Punk
10,1499,3.0,Orchestral
10,318,4.0,Orchestral
10,1036,3.0,absolute music
10,2571,5.0,Hip-Hop
10,1196,4.0,Contemporary
10,1089,3.0,Country
10,2406,4.0,Punk
10,50,5.0,Contemporary
10,1210,4.0,Contemporary
10,1200,4.0,Rap
10,2890,4.0,Classical
10,1197,4.0,Anime
10,1358,5.0,Classical
10,344,3.0,Rap
10,1923,5.0,Contemporary
10,1127,4.0,Contemporary
10,592,3.0,Classical
11,104841,5.0,Jazz
11,1201,5.0,Country
11,1027,4.5,R&B
11,70,1.0,Contemporary
11,923,5.0,Punk
11,785,3.5,Electronic
11,3424,3.0,Rock
11,778,4.5,country music
11,296,5.0,Orchestral
11,1918,3.0,absolute music
11,5669,3.0,Alternative
11,106487,5.0,Blues
11,91529,4.5,Rap
11,91500,4.5,Anime
11,79132,4.0,Rock
11,1408,5.0,Classical
11,48516,5.0,absolute music
11,50,5.0,Contemporary
11,2762,3.0,Rock
12,3869,2.0,Rock
12,608,2.0,country music
12,2529,1.0,Anime
12,1220,5.0,Country
12,3863,5.0,Punk
12,2355,2.0,Rap
12,2959,4.0,Alternative
12,1374,1.0,Country
12,1197,1.0,Anime
12,1639,2.0,Anime
12,3798,4.0,Alternative
12,1077,3.0,absolute music
12,1215,5.0,Contemporary
12,3793,5.0,Anime
12,1032,2.0,Anime
12,3825,5.0,Country
12,736,4.0,Contemporary
12,3408,4.0,Blues
12,529,1.0,Classical
12,1235,5.0,country music
12,3148,1.0,absolute music
12,1230,2.0,R&B
12,3176,3.0,absolute music
12,3809,3.0,Hip-Hop
12,673,1.0,Blues
12,3298,4.0,Blues
12,1028,1.0,Blues
12,1732,3.0,Contemporary
12,1387,4.0,Rap
12,253,3.0,Classical
13,81834,4.5,Rap
13,110,4.0,Classical
13,88125,4.5,Punk
13,919,3.5,Orchestral
13,3114,3.0,Classical
13,2762,3.0,Rock
13,356,5.0,Contemporary
13,318,4.5,Orchestral
13,78499,4.0,Orchestral
13,296,3.5,Orchestral
13,3255,3.5,Classical
13,531,4.0,Rock
13,64614,4.5,Alternative
13,3147,4.0,Jazz
13,590,4.0,Contemporary
13,1259,4.0,Orchestral
13,5989,4.0,Rap
13,1265,2.5,Electronic
13,362,4.5,Hip-Hop
13,914,4.0,Classical
13,58559,4.5,Hip-Hop
13,6377,4.5,Rap
13,277,4.0,Orchestral
13,69757,4.0,absolute music
13,2355,4.0,Rap
13,587,3.0,Classical
13,4993,4.5,Punk
13,2918,3.0,Hip-Hop
13,4306,4.0,Rap
13,2908,3.0,Hip-Hop
13,480,3.0,absolute music
13,4718,3.5,Rock
13,2804,3.0,Punk
13,54286,3.5,Punk
13,4878,4.5,Alternative
13,1918,3.0,absolute music
13,524,3.5,R&B
13,4310,4.5,Classical
13,2572,3.5,Alternative
13,3396,3.5,Jazz
13,2571,3.0,Hip-Hop
13,4886,3.5,Rock
13,4321,2.5,Orchestral
13,527,4.0,Electronic
13,7361,4.0,Classical
13,47,2.5,Blues
13,1,5.0,Classical
13,2761,4.0,Country
13,1961,4.0,Rap
13,3624,3.0,Hip-Hop
13,1027,3.0,R&B
14,2724,3.0,Rap
14,3751,4.0,Blues
14,2683,2.0,Alternative
14,3114,4.0,Classical
14,2716,3.0,R&B
14,3988,4.0,Orchestral
14,2394,3.0,absolute music
14,3157,2.0,Anime
14,3354,3.0,Hip-Hop
14,3175,5.0,Anime
14,3623,3.0,Punk
14,1721,3.0,country music
14,2355,2.0,Rap
14,594,1.0,Alternative
14,2628,3.0,Rap
14,1196,4.0,Contemporary
15,5669,4.0,Alternative
15,2248,3.5,Anime
15,5218,1.0,absolute music
15,5872,3.0,Contemporary
15,3798,2.0,Alternative
15,2140,3.0,Blues
15,33493,5.0,Jazz
15,5459,1.0,Jazz
15,5418,2.0,Country
15,3578,2.0,Alternative
15,1206,5.0,absolute music
15,5388,2.0,country music
15,5481,2.0,Rap
15,5377,4.0,Punk
15,5502,1.0,Electronic
15,2174,4.0,Country
15,5225,1.5,Alternative
15,3825,1.0,Country
15,4979,5.0,Country
15,2161,3.0,Orchestral
15,5954,1.0,Electronic
15,2115,4.0,R&B
15,4816,3.0,R&B
15,5902,4.0,Classical
15,5013,2.0,absolute music
15,2124,2.0,Classical
15,590,3.0,Contemporary
15,5010,4.5,Rock
15,5903,2.0,Punk
15,5952,5.0,Anime
15,3298,4.0,Blues
15,2294,2.0,Alternative
15,592,4.0,Classical
15,5015,1.0,country music
15,2268,1.0,R&B
15,2150,3.0,Contemporary
15,4901,4.0,Classical
15,4975,1.0,Rap
15,2289,4.0,Electronic
15,4848,2.0,Country
15,5945,1.0,Anime
15,1208,5.0,Rock
15,2100,2.0,absolute music
15,5618,1.5,Contemporary
15,2455,3.5,Orchestral
15,2194,4.0,Rap
15,2105,4.0,Blues
15,4223,1.0,Anime
15,589,4.0,Punk
15,4161,3.0,Classical
15,2699,3.0,Punk
15,434,3.0,Country
15,2640,4.0,R&B
15,6188,3.5,Orchestral
15,6157,0.5,Punk
15,2054,2.0,Electronic
15,3148,1.0,absolute music
15,3996,5.0,Punk
15,4720,2.0,Rap
15,4701,3.0,Blues
15,5956,2.5,Country
15,4641,3.0,Country
15,4643,3.0,Jazz
15,5991,1.0,Rock
15,208,1.5,Rock
15,4638,1.0,absolute music
15,1200,4.0,Rap
15,3793,2.0,Anime
15,4235,4.0,Rock
15,2683,1.0,Alternative
15,520,3.5,Rock
15,3863,2.0,Punk
15,5060,1.5,Rap
15,2371,3.5,Alternative
15,903,5.0,absolute music
15,329,1.5,Blues
15,4734,1.0,Contemporary
15,6281,1.0,R&B
15,6333,3.0,Rock
15,593,5.0,Alternative
15,4344,2.0,Anime
15,4270,1.5,Jazz
15,914,1.5,Classical
15,2064,4.5,R&B
15,6365,1.0,Alternative
15,1732,3.5,Contemporary
15,3751,1.0,Blues
15,4011,1.0,Classical
15,4246,2.0,Orchestral
15,4239,1.0,Blues
15,4299,2.5,Hip-Hop
15,4148,1.0,R&B
15,2918,4.0,Hip-Hop
15,4085,3.0,Hip-Hop
15,2018,2.0,Jazz
15,4310,3.0,Classical
15,1213,3.0,R&B
15,3994,4.0,R&B
15,2770,4.0,Blues
15,3624,2.0,Hip-Hop
15,3052,3.0,Orchestral
15,3977,3.0,Orchestral
15,2890,4.0,Classical
15,3967,1.0,Punk
15,6863,2.0,Orchestral
15,6934,1.5,Punk
15,2791,4.0,Hip-Hop
15,2005,4.0,Alternative
15,2916,4.0,Alternative
15,3556,3.0,Jazz
15,1214,4.0,Hip-Hop
15,3481,5.0,R&B
15,7451,3.5,Jazz
15,6539,3.5,Hip-Hop
15,6537,2.5,R&B
15,4027,3.0,Country
15,2908,1.0,Hip-Hop
15,2406,3.5,Punk
15,3755,1.5,Classical
15,6979,3.0,Orchestral
15,3752,1.0,Anime
15,3735,2.0,Classical
15,4878,4.0,Alternative
15,3671,2.0,Hip-Hop
15,1994,2.5,Hip-Hop
15,7147,1.5,Contemporary
15,3108,4.0,Contemporary
15,7153,1.5,Rap
15,1198,4.0,Punk
15,3617,4.0,Rap
15,2353,0.5,Contemporary
15,3911,2.0,Anime
15,2572,5.0,Alternative
15,1215,1.5,Contemporary
15,2723,1.0,Classical
15,2020,2.5,R&B
15,3300,5.0,Contemporary
15,3717,1.0,absolute music
15,524,2.5,R&B
15,7458,1.5,Rap
15,2302,3.5,Classical
15,7254,1.0,absolute music
15,3552,2.0,Orchestral
15,104841,3.5,Jazz
15,4034,4.0,absolute music
15,54286,2.5,Punk
15,3535,1.0,Rock
15,7293,1.0,Electronic
15,2761,2.0,Country
15,3527,3.0,R&B
15,720,3.0,Alternative
15,2987,4.0,absolute music
15,32,4.0,Hip-Hop
15,5349,1.0,Classical
15,3504,4.0,Rap
15,7373,1.5,Contemporary
15,3499,3.0,Blues
15,543,3.0,Electronic
15,3489,2.0,R&B
15,3039,4.0,Jazz
15,588,0.5,Rap
15,2797,4.0,Orchestral
15,3555,1.0,absolute music
15,1953,3.0,Country
15,587,1.0,Classical
15,3462,1.5,Orchestral
15,3210,5.0,Electronic
15,3448,2.5,country music
15,3104,4.0,Country
15,8528,1.0,Alternative
15,7090,3.0,Jazz
15,10,3.0,country music
15,8641,3.0,Contemporary
15,3471,4.0,Rap
15,3255,2.0,Classical
15,247,2.0,Classical
15,8665,3.5,Classical
15,3435,2.5,Rock
15,78499,2.0,Orchestral
15,91529,3.0,Rap
15,8529,1.5,Orchestral
15,1968,4.0,Rock
15,3101,4.0,Electronic
15,786,0.5,Electronic
15,300,4.0,Country
15,6016,2.0,Country
15,1954,3.0,Electronic
15,6377,1.0,Rap
15,296,5.0,Orchestral
15,3246,4.0,Country
15,3174,1.0,Rock
15,1961,3.5,Rap
15,3173,2.5,Rap
15,2329,1.0,Rap
15,2692,3.0,R&B
15,2949,4.0,Rap
15,161,3.0,Contemporary
15,104,1.0,absolute music
15,3157,1.0,Anime
15,3160,3.0,Orchestral
15,367,2.0,Orchestral
15,3107,3.0,Rap
15,586,2.0,Orchestral
15,8961,2.0,Rock
15,8368,1.5,Country
15,3256,2.0,Rap
15,88125,3.0,Punk
15,3253,3.0,Punk
15,541,5.0,Contemporary
15,3510,2.0,Jazz
15,924,5.0,Electronic
15,2528,2.0,Contemporary
15,1201,3.5,Country
15,45722,2.0,Classical
15,2581,1.0,absolute music
15,16,3.5,Contemporary
15,2580,3.0,R&B
15,913,4.0,Country
15,2019,4.5,Punk
15,46578,1.0,Rock
15,628,2.5,Country
15,539,2.0,Punk
15,2542,1.0,Alternative
15,1221,5.0,R&B
15,46976,3.5,Country
15,2541,1.0,Hip-Hop
15,2478,4.0,Contemporary
15,47610,1.5,absolute music
15,19,1.0,Classical
15,1544,1.0,Jazz
15,33004,0.5,Country
15,435,1.0,Electronic
15,2599,3.0,Classical
15,3409,4.0,Alternative
15,1196,5.0,Contemporary
15,3175,4.0,Anime
15,3000,4.0,Blues
15,3033,4.0,country music
15,8972,3.5,absolute music
15,112,2.5,Classical
15,27773,1.0,Electronic
15,357,3.5,absolute music
15,1136,2.5,Classical
15,3081,1.0,Anime
15,3006,5.0,Classical
15,231,3.5,R&B
15,2985,3.0,Electronic
15,2973,4.0,Orchestral
15,3623,1.0,Punk
15,30810,1.5,Hip-Hop
15,2657,2.0,Classical
15,431,4.0,absolute music
15,30812,0.5,Hip-Hop
15,2003,3.0,R&B
