UserId,ProductId,Rating
A77L8C71G9XMK,B0000,5
A4NV7E4LLOYON,B0000,5
A4SOY5CTY9W2Q,B0000,5
A1C1MHGT62KFEM,B0000,5
A1R3CO2XPML10H,B0000,1
A1EQL66CVJ80SP,B0000,4
A1AJA5SWVOX28E,B0000,3
A1X2LENOF84LCQ,B0000,5
AT67ET6XVBMLO,B0000,4
A281NPSIMI1C2R,B0000,5
A1IU7S4HCK1XK0,B0000,5
AY62MSYT6Q9JF,B0000,5
A281NPSIMI1C2R,B0000,5
ACYR6O588USK,B0000,5
A1OOIZ7LR5UO1I,B0000,5
A1O8JBGRANCVEO,B0000,1
AJ7NR31ZL4CBI,B0000,3
A2DG0MT6A0EYXI,B0000,2
A2QE9FT13SXK92,B0000,5
ARGDPRYFGTAVS,B0000,5
A12LN1UTGCPU4R,B0000,5
A4DIVP0NEQDA3,B0000,5
A2JEGR5ASS6OE3,B0000,3
ADSCDY8LSLTCF,B0000,5
A1ZUHGCSGD8ZDN,B0000,4
A3977OZLNA8LCB,B0000,5
A18Z7ICRLVHBBP,B0000,5
A3KUQ3M1O3L9DW,B0000,5
A2E50C4GOXL0E1,B0000,3
A1HEB1RHNOB4HK,B0000,5
A1N77NQDPJJB2L,B0000,4
A1CB9JJ39HN1UR,B0000,3
AKMEY1BSHSDG7,B0000,1
A1GNYCXWR15YF9,B0000,4
A28QU1UG32PYNV,B0000,2
A3Q8YGI0NDH78K,B0000,2
A10QJVO4NWCL74,B0000,5
AT67ET6XVBMLO,B0000,5
A29CFYFOGQIYBD,B0000,1
A3RZDS72H6UHI7,B0000,5
A2DVCR7ITSBDUR,B0000,3
AY6EFQW46SVU2,B0000,2
A3QDZ7H08BLCJA,B0000,3
A10G2HJL0VSWET,B0000,3
AOQZ84T71MF85,B0000,5
A21TOLI6QZZN72,B0000,4
A2F09EWKV3MTO2,B0000,3
A38BYCK64K98TI,B0000,5
ADMPGWBF0BC9W,B0000,4
A4EIIO2XXLR61,B0000,5
A96FRN3LGYUX9,B0000,3
AEE64QQUQZ5XA,B0000,4
A5A9N3HZT14KD,B0000,4
A29B2TOMJOUES3,B0000,5
A3315AAN855HYG,B0000,5
A12EYBCZGO4WV7,B0000,5
AHP55PFHJL0H8,B0000,5
A2CECLRFH55F8H,B0000,4
A1S1B0TWZEG4VJ,B0000,5
A2KWLOBY7GABA0,B0000,5
A319F6Y5SBU5YK,B0000,5
A3J39RV0LQHXCP,B0000,4
A1A7U8OF2UR6WL,B0000,4
AGJXKY9XQ2BD5,B0000,5
A3KL7ZYG9CWY82,B0000,4
A158XRI6AASL6,B0000,5
A281NPSIMI1C2R,B0000,4
A2EK2IAJ4FHTZP,B0000,3
A1RK5GJ4M1OWAF,B0000,5
A37IRE9GZ0CZ7I,B0000,1
A2569HQNP3JZUZ,B0000,5
A240W3C2Z3WQCQ,B0000,5
A2JEGR5ASS6OE3,B0000,1
A3BFDEBT5IV4UN,B0000,5
A3V7K5L1134ZO3,B0000,5
AF49UMPAYLMS8,B0000,5
A3C6T1060AMN0R,B0000,4
A3TG7B7FLB8E12,B0000,5
A1CB9JJ39HN1UR,B0000,5
AN020YF8L8ITR,B0000,4
A2T006AT1GONGJ,B0000,5
A1YOAHJAQ3KNDZ,B0000,3
A192XPGJO9R96F,B0000,4
ASKKAHTFD4XRL,B0000,5
A39EZGVE8HIESM,B0000,5
AWGD8WG6ZFM83,B0000,1
A1087Y8RJ4D422,B0000,4
A3ISG188UDVVOZ,B0000,2
A2YJ2V5H6DLM93,B0000,4
AK4BDCKD4ES0I,B0000,3
A17BUXSHOUOP4M,B0000,1
A1DEJOWMFEQAH,B0000,5
A3VBF1J95ROAYF,B0000,1
A3HLUZYBO1S49X,B0000,4
A3S35UTTDO7605,B0000,3
A2AD2BQLHVHUB9,B0000,3
A5L3L318Q55FI,B0000,5
A2GA55P7WGHJCP,B0000,5
A6BZBMJRYV4Q4,B0000,5
A35X2JJI49OBZP,B0000,5
A132ETQPMHQ585,B0000,5
AITPVQ9TKUIZT,B0000,5
A2B7BUH8834Y6M,B0000,4
A23Q4B6O6E8GZ9,B0000,5
A3HYSVDNUK7IUE,B0000,5
A1DY7I9QE1RCCY,B0000,5
A45LRAHCJQR1P,B0000,5
A3F8T3BRXRX5P3,B0000,5
A1K5DUV1L52MUD,B0000,4
A2B7BUH8834Y6M,B0000,5
A1VR3AUXR1950S,B0000,3
A1ZHJZCNL7O908,B0000,5
A1LNISCJBDOHXW,B0000,3
ATJN4KEHJBOC8,B0000,5
A2WXNXUNDKMXQE,B0000,2
A21P8RKP4HRO1W,B0000,5
A33USONZGGII4G,B0000,5
AAEMCKW45A74Z,B0000,5
A30B9UTVDTUQ7Y,B0000,4
A1HBTW5M7ZZ9PT,B0000,4
A37IRE9GZ0CZ7I,B0000,5
A2KTFTRTY0ONWF,B0000,3
A2CKYSO9LSYBRJ,B0000,5
A2SE5EJ7B6Z8NP,B0000,5
A39ULNFL84RCKV,B0000,5
A1D7BE64YN2U66,B0000,5
A2D9NOGRPB8DFG,B0000,3
A1L43KWWR05PCS,B0000,5
A13QVE6RCEFJGX,B0000,1
A2T4PF3X3MC0VC,B0000,4
ADLVFFE4VBT8,B0000,5
A1AKIHYFDW0QL7,B0000,5
ARF6NZ2PH6MCB,B0000,4
A2RFTPD24JTKQ3,B0000,5
A3303LR13XT0N8,B0000,3
A12W8NRSYR593I,B0000,5
A14XRI4U6BRG8T,B0000,2
AA95FYFIP38RM,B0000,4
A373DEIH9BXSNZ,B0000,4
A3CTOYWB73TMM0,B0000,5
A2GEZJHBV92EVR,B0000,2
A1ZPRJWAVMCBVC,B0000,5
A20ETYDYHBS65I,B0000,5
A2DG0MT6A0EYXI,B0000,4
A22TV0I07S8ZYC,B0000,1
A2YLITAT4337XZ,B0000,5
A3B6UPGN7AAC4O,B0000,5
A3EV788FCRKQYM,B0000,5
A3FQ6S8ZN081T4,B0000,3
A1ER23A7CRR5S5,B0000,5
A1CUY7W638LPYE,B0000,4
A2SRVDDDOQ8QJL,B0000,5
A3T896ARC9RTAJ,B0000,1
AFRJQ3RK97DK9,B0000,3
A2B7BUH8834Y6M,B0000,5
A2948QWE72VNMQ,B0000,2
AVJHUXVPE1DMZ,B0000,5
A33PVCHCQ2BTN0,B0000,5
A28621TSIR5EOG,B0000,5
A2YS9DNDQEZ45J,B0000,5
A1WLVR8F7C8X9Q,B0000,3
A2P99LRDXBF8NF,B0000,4
A1U90MYVSLLFI1,B0000,4
A373DEIH9BXSNZ,B0000,4
A3HPWCO03NENL4,B0000,5
AS2J6F9MTSDMK,B0000,4
A3VU2J7G0U35AU,B0000,5
A1DHKKNNW6H783,B0000,5
A289BHQ5AG9NXO,B0000,5
AIQU2L38AS930,B0000,5
A2SRVDDDOQ8QJL,B0000,5
AHNQ1JNX52P01,B0000,5
AKUJI8ZQV6F2M,B0000,5
A1Y3QKMCHRT73Y,B0000,4
A1L43KWWR05PCS,B0000,5
A1O1HWFO5Q9PJ0,B0000,4
A1KT19TDP9VE63,B0000,5
A2HNASPU7NVTD8,B0000,2
A2R6RA8FRBS608,B0000,5
A1BHCE2409B5QF,B0000,5
AK7CAW3N1XZV6,B0000,5
AI2L1PLDA3GMQ,B0000,5
A2QG0KKKVFD2AB,B0000,1
A2KTFTRTY0ONWF,B0000,2
A1A4V0X4A2PFTD,B0000,5
A39ULNFL84RCKV,B0000,5
A1D7BE64YN2U66,B0000,4
A2XWDYG1EQZV8C,B0000,5
APG4YVSUN3T6S,B0000,5
A22CW0ZHY3NJH8,B0000,1
A24MPJCBR72LP,B0000,5
ALV13ACPIICBZ,B0000,3
A27E44IWS3B7VD,B0000,1
ARF6NZ2PH6MCB,B0000,5
AR8JPS7V2RJLT,B0000,4
A1KGVDGS4753UJ,B0000,5
A1K5DUV1L52MUD,B0000,5
A2WA05GLJ27H5R,B0000,5
A309PFW8T6DMMZ,B0000,5
A112TFLXGBF6NI,B0000,4
A2J6W7OS5EAXCJ,B0000,5
A36ET1TFU3F7FF,B0000,5
A281NPSIMI1C2R,B0000,5
A1RUDESP51NCZQ,B0000,4
A2LSFH5LFXLY9G,B0000,3
A2MRKOBQH8CS5G,B0000,5
A1P4F6HIXU6WYE,B0000,4
A3BW20IBFO2EFX,B0000,4
A1GCOURMTPXKWI,B0000,3
A119M12JUS6IXF,B0000,5
A35W3JQYP0M655,B0000,5
A2CS1VKCLH69CY,B0000,5
AMOVQSDE8OHHK,B0000,5
A2W62FM2V3RRRA,B0000,5
A1FEI4HDXTA454,B0000,5
A1Y5ESG7LTTZWV,B0000,5
A12RNPBA6RHPIG,B0000,5
A3G8YOA9OD5MPS,B0000,5
A5KVTBI8FA961,B0000,5
A1SQW9H85UVYNU,B0000,4
A21FO8HXJECL08,B0000,3
A2AV59UFHUJZ98,B0000,5
AJ9M31QZSBVDP,B0000,5
A34KXKL8AA6ZY4,B0000,3
A1FMTLMQ3GLOZ,B0000,5
A3BT8W6XK7XOD6,B0000,5
A10UHQH1YL5Q6B,B0000,5
A1OBJYK6JH67AF,B0000,5
A18PCQ75JLSPU4,B0000,5
A1IL6W1NK05UW9,B0000,5
A11PTCZ2FM2547,B0000,5
A2NOW4U7W3F7RI,B0000,3
A2D3BPW2PIP3NN,B0000,5
A68J3YO34TUOV,B0000,4
AQSLHKT8LK3HW,B0000,5
AROFYPZ9TI4DX,B0000,5
A1KSC91G9AIY2Z,B0000,3
A3FS3FJPD3RJTD,B0000,5
A3SZAN83WQGL2I,B0000,4
A1739RDYJNA6HT,B0000,2
A1VW9L2KWNUURJ,B0000,3
A3Q9XJFJLGO7Y4,B0000,3
A1JM88SQKGXAVG,B0000,4
A17GK9E70O7Y9R,B0000,5
ATAIUUP8Y4KFQ,B0000,4
A2MFGX04ZU1F3Y,B0000,5
A36BKFH4JT33N4,B0000,2
A3NH0GBGN8ZVII,B0000,5
A3NH0GBGN8ZVII,B0000,5
A29R6Z6BX392JM,B0000,5
AF0E5TGS52NRD,B0000,5
ALQELWI67BG5X,B0000,5
A3SDNUDDM21A5F,B0000,5
A2IYLMDQGBB4VG,B0000,5
A3GF0NIB9U6VVH,B0000,5
A14OBF9F7VEOI1,B0000,5
A2MOY9RP4VD6FU,B0000,5
A2RTUUUQFLALVN,B0000,5
A3Q7SFSS99ELLM,B0000,5
A1JDXWQ82RVSYC,B0000,5
A2T5TQ3G23JJ47,B0000,5
A68J3YO34TUOV,B0000,4
AJJQCWJ8AV6OO,B0000,5
A291HTT117RVS9,B0000,4
AC82XED9ZBMRW,B0000,5
A71C9WY0242QU,B0000,4
A1744PV0MNU2BL,B0000,4
ATTK7J5JWVDYD,B0000,3
AROFYPZ9TI4DX,B0000,5
A3UKWQS8SRW6IO,B0000,5
A2UFK2U9HUZ10A,B0000,3
A3VTF5HLO167VD,B0000,5
A3AC0FFZOHAXMR,B0000,5
A1YRCEF0HM8QVR,B0000,5
A3D5W3BNXJYX7R,B0000,4
A26WHR1IP0A250,B0000,5
A3J1XDOKRNRA6M,B0000,5
A3UB7SA13JT5A1,B0000,2
A13MYTDYDNC2KP,B0000,5
AIZDL9P2PJN30,B0000,5
A2RTUUUQFLALVN,B0000,5
A3SB0E24F7LK46,B0000,5
AE7V92R2LVEJF,B0000,5
A19SDJ2TSSL8HI,B0000,5
A39CYUXTVGQSCF,B0000,5
A2NIUVVH46ZDTH,B0000,5
A2CHH5P055A0KL,B0000,5
A2OYOVE5A5TJ9K,B0000,5
A2ZJF26DWW28MO,B0000,5
A34BZM6S9L7QI4,B0000,4
AH0I3RHVQZ0NK,B0000,1
ADBBZJ37FVOYZ,B0000,2
A1TMS2TZPGY9FY,B0000,5
A1VNFH9JQENIJ0,B0000,5
A21K28EQ023UUU,B0000,4
AAEMCKW45A74Z,B0000,5
AYEDFWV2FZ22V,B0000,5
APYKGTU0LFICH,B0000,2
A3VIB7AP52HTHT,B0000,5
A2WW57XX2UVLM6,B0000,4
A1I6ICEIWYF5H0,B0000,4
A1DBQHU8GY6VOP,B0000,5
A1M0ZTW95OT5Z,B0000,3
AYRNWO9K4I4ID,B0000,5
AIAIA2L0HC35S,B0000,1
A2BG4K6KD4B3EQ,B0000,5
A35W3JQYP0M655,B0000,5
A5JLAU2ARJ0BO,B0000,2
A2FXPDJMNEXY2M,B0000,5
AYPIF2S8P3RZT,B0000,4
A3E1KL2N4ZOQ8W,B0000,5
A23ED1KXUQ0BO,B0000,3
AK7CAW3N1XZV6,B0000,4
AZJ8PVOKAJS5,B0000,5
ATBWPRH1LJ01X,B0000,5
A3AA2EAP7MWV6R,B0000,2
A87JI1JMRS0PG,B0000,2
A2Y4S4CNGKF21S,B0000,1
A1HMP49REABOZI,B0000,4
A13IRKEEPFTWFM,B0000,4
A3S73VLN1KOGEY,B0000,5
AVSBFMITPYO8D,B0000,4
A3A1JTH4CV3WPE,B0000,5
AK7CAW3N1XZV6,B0000,4
A36R1GGNDJ0R5I,B0000,5
A3V6Z4RCDGRC44,B0000,5
A42CRGRB74ZIJ,B0000,3
A1KPW3OTGDK4MY,B0000,5
A2VKZQDUL4096A,B0000,4
AS12AOZ971ZF1,B0000,1
A1BUXI30VSG51W,B0000,5
A1KHTR21SMTYMX,B0000,5
ACXCS6NRA4EVU,B0000,5
A1PAGHECG401K1,B0000,5
A1AVFBBTNRJ3R1,B0000,5
A19MMYMZO363KM,B0000,4
A3EADWE0F3A1J6,B0000,5
ARBRWSZH1CP70,B0000,5
A2OWR5G2OAQF7C,B0000,5
A2RD8M58E3I0HS,B0000,4
A19ZHRE7P6R2WW,B0000,4
A338VFRN5GUKJK,B0000,2
A1DC1O4VX6AHPP,B0000,3
A3U76FMUOY4RXX,B0000,5
A390M9ZTJJIU15,B0000,5
A1HDTRYICAMR8P,B0000,3
A2RD8M58E3I0HS,B0000,4
A3M174IC0VXOS2,B0000,4
A37IRE9GZ0CZ7I,B0000,5
ATUXNR3WHD18N,B0000,5
A2V6RKGTEY0CMI,B0000,3
A2EBR70V6P9W0N,B0000,1
ARC8GAY34APCD,B0000,4
APDHKLU2Z3MDN,B0000,2
AIIZTJHZLV158,B0000,5
A64NUTE3FGYSP,B0000,3
ASIWJTQBF7FCN,B0000,5
AKUJI8ZQV6F2M,B0000,5
ARC8GAY34APCD,B0000,5
A1D106CTACVIA1,B0000,5
A1UAQ7FHC4Q3FZ,B0000,5
A38Z2QSVGNWWKX,B0000,3
A11Z1D8Q5VNEOM,B0000,5
A2F09EWKV3MTO2,B0000,3
A1NOWEOLKMRRXM,B0000,5
A1C9FRE9C9B0EX,B0000,5
A32NEDX6UVV8DE,B0000,4
A2OL431SSAWXYG,B0000,4
A1SBVY5DX5ZKUX,B0000,4
A1A4V0X4A2PFTD,B0000,5
A2F09EWKV3MTO2,B0000,5
A1QYVSA6R0PPA2,B0000,5
A3P76AFOG81IRS,B0000,5
AXYVSHTLWBINI,B0000,5
AK8AN2Z9BP622,B0000,5
A303MV3CB9IMJA,B0000,3
A32Z81BMES7MC6,B0000,5
A15SGYZZNJFZUR,B0000,5
A1VPNNU07W851J,B0000,5
AMP6GGLHAHDAE,B0000,2
A8ZUE4T77PLNI,B0000,5
A3JMSGSQJTRG9Y,B0000,5
A3FR4QXW7JF15E,B0000,5
AABNY1S6FBLL,B0000,4
A3PGY1E0PBTEVL,B0000,5
A255S4FUADBMZ0,B0000,5
A3O0BXK3SZ6FE0,B0000,4
A5DVX3B075B09,B0000,5
A1ZIL99LRIU4C0,B0000,5
A1ROZSS0KIE0CC,B0000,1
A3KQHBGTTSWTZ6,B0000,3
A1NBK07JEBCFI,B0000,5
ABWXUBO64S15N,B0000,5
A2EWHC4E4NJWMI,B0000,5
A2PFAB8PTWQ3TW,B0000,5
AMP6GGLHAHDAE,B0000,5
A1ZRD3WNHP8O3T,B0000,4
A38JIIHRVTSNYV,B0000,5
AYOMAHLWRQHUG,B0000,5
A3GRPCW9DG427Z,B0000,5
A2WJ4LI2MAFPQW,B0000,2
A132ETQPMHQ585,B0000,3
A3102C5Y6A6YTI,B0000,4
A17BKWISY8YNOY,B0000,3
A2VOGNBUMXSW13,B0000,3
A3OWFKDYCCHA75,B0000,3
ABKF3G6FRNTXI,B0000,5
AMQ1H0VZYCRJU,B0000,5
A24Y19IQBDHI44,B0000,3
A1EF37KYK7PRLV,B0000,2
A1ER23A7CRR5S5,B0000,5
A1GMIZV2HQJTM,B0000,5
A1V4GGDRXP33TR,B0000,5
A3O0BXK3SZ6FE0,B0000,5
A3FHWQ3H3ZT2YE,B0000,5
AHNQ1JNX52P01,B0000,5
A46KQGP4ITB1R,B0000,5
A5BIWZV1RWG4L,B0000,1
A8000GGUGQI1T,B0000,2
A3FA78E0G3G4GQ,B0000,5
A228SRMN7RV2N,B0000,5
A2H0O8QY5WZ1ZA,B0000,1
APDHKLU2Z3MDN,B0000,4
A3KQHBGTTSWTZ6,B0000,3
A16GWMW2GI8XUJ,B0000,5
A2T4RPHVVIO0BV,B0000,5
ATUXNR3WHD18N,B0000,5
A32Z81BMES7MC6,B0000,4
A160VWZVLL6O8G,B0000,4
A3A582ZMCKUYBI,B0000,5
AK7CAW3N1XZV6,B0000,5
A1QFQ5M8PY65NK,B0000,5
A2ILV6IPPW6W7I,B0000,2
AMP6GGLHAHDAE,B0000,5
AEP06S5JBFXPX,B0000,3
A18Z7ICRLVHBBP,B0000,5
A38JIIHRVTSNYV,B0000,5
AUZ8FSNOTA0DN,B0000,5
A3FU4UD3Q105YB,B0000,5
A3JMSGSQJTRG9Y,B0000,5
A3FR4QXW7JF15E,B0000,5
A1Y34W3HQJQ2RH,B0000,5
AHZSU3EUSIGIU,B0000,5
A1OK6GRKNHISTG,B0000,5
A25YUPITJYA5RK,B0000,5
A3NMPL7RNPQ62J,B0000,4
A3PGY1E0PBTEVL,B0000,3
A30YEJEKR5CQTZ,B0000,2
ACZ94JB8BFMJ9,B0000,5
A3UA5MN10OBUGI,B0000,3
A3FLMF8FG4VPG8,B0000,4
AMUXU4POKNEGG,B0000,2
A481GH230UZTR,B0000,3
A2YANT4VAX6MH3,B0000,5
A3R8XVXFHWC9Z5,B0000,5
A24Y19IQBDHI44,B0000,5
A1EF37KYK7PRLV,B0000,5
A1RGG9WUQ8ODJQ,B0000,3
A1P99HOPB4LB9I,B0000,5
A1GMIZV2HQJTM,B0000,5
A3N6N2W0UYJQVG,B0000,4
AVYEYDC974DMD,B0000,5
AF46F8IQ6GZLW,B0000,3
A230CAH5O7B9FQ,B0000,5
A3JO80BUDWGWD2,B0000,5
A1QE75C73JJIF8,B0000,2
A2XOFULHWYHW95,B0000,2
A62ZFWGBKKQ9B,B0000,4
A1BZVJF5WSQMEQ,B0000,5
ACAZCBNMNZT2X,B0000,5
A2TZDLTBR5I5S,B0000,5
A46KQGP4ITB1R,B0000,2
AVXC6UHG42PPW,B0000,5
A340UTBGHV3ZZN,B0000,5
A25330LLZWPAM2,B0000,5
A3FA78E0G3G4GQ,B0000,5
AB1TXTH9KT4YM,B0000,3
A228SRMN7RV2N,B0000,5
A1S1SSE7HQDZEW,B0000,4
A2JP9E1H0SF392,B0000,5
A3CGXO38ILDT0D,B0000,2
A1F9Z42CFF9IAY,B0000,5
AT254KYO2W95N,B0000,3
AUFD1F1DZKLWX,B0000,5
A2GYJ5BYC0L278,B0000,5
A2YB5103AQ463Z,B0000,5
A2YPU447T3XSPP,B0000,1
AD9JCXUS7GFXA,B0000,3
A3PTZFRD34YJ2P,B0000,5
A2VOGNBUMXSW13,B0000,3
A3OQNWCOITZSSH,B0000,2
A2YANT4VAX6MH3,B0000,3
AUFB3GQJV10P0,B0000,4
A3QODNQFK0PLCN,B0000,5
A8RP3ZW268BK2,B0000,4
AD2Z9L0R8P586,B0000,1
A3KMT39SPJ3TOP,B0000,3
A3D2TD0OSW7PTX,B0000,5
A3AW2ZG0GP4SKN,B0000,5
A3HQKJ7S1U19P7,B0000,4
AZZNK89PXD006,B0000,5
A1HFBMPKP8MYPM,B0000,5
A39V89BF1GT1BK,B0000,5
AZZNK89PXD006,B0000,1
A1K6X4W9MRDI3L,B0000,5
A3D5W3BNXJYX7R,B0000,4
